PF Rating,Team,Pos,Player,Prop,L10 Avg,L10 Diff,L5 Avg,L5 Diff,Odds,Streak,Matchup,2023,2024,H2H,L5,L10,L20,L30
22.2,LAL,SG,Austin Reaves,o37.5 PRA,26.3,"'-11.2",23,"'-14.5","'-120",1,14,5/82,9/57,0/17,1/5,2/10,4/20,5/30
22.9,LAL,SG,Dalton Knecht,o18.5 PA,10.8,"'-7.7",14.2,"'-4.3","'-120",0,15,0/0,10/61,0/2,1/5,2/10,3/20,3/30
28.2,LAL,SG,Dalton Knecht,o6.5 RA,3.9,"'-2.6",6.2,"'-0.3","'-115",1,21,0/0,9/61,0/2,2/5,2/10,2/20,2/30
36.3,UTAH,SG,Johnny Juzang,o0.5 Blocks,0.2,"'-0.3",0.2,"'-0.3","'+290",0,26,2/19,7/48,0/1,1/5,2/10,3/20,3/30
19.7,LAL,SG,Austin Reaves,o31.5 PR,22.2,"'-9.3",20,"'-11.5","'-110",1,9,4/82,8/57,0/17,1/5,2/10,4/20,5/30
19.6,IND,SG,Andrew Nembhard,o0.5 Blocks,0.4,"'-0.1",0.4,"'-0.1","'+330",0,8,6/66,6/48,1/10,1/5,2/10,3/20,3/30
28.5,MEM,SF,Jaylen Wells,o0.5 Blocks,0.2,"'-0.3",0.4,"'-0.1","'+575",0,6,0/0,8/66,0/1,2/5,2/10,3/20,3/30
19.6,LAL,SG,Dalton Knecht,o22.5 PR,12.7,"'-9.8",16.8,"'-5.7","'-110",0,9,0/0,7/61,0/2,1/5,2/10,3/20,3/30
27.6,MEM,PG,Luke Kennard,o0.5 Blocks,0.2,"'-0.3",0.4,"'-0.1","'+450",2,5,2/39,5/51,0/3,2/5,2/10,3/20,3/30
27.1,PHI,C,Andre Drummond,o0.5 3PTM,0.2,"'-0.3",0.4,"'-0.1","'+350",0,21,0/79,3/40,0/11,2/5,2/10,2/20,2/30
27.9,LAL,SG,Dalton Knecht,o0.5 Blocks,0.2,"'-0.3",0.2,"'-0.3","'+375",0,25,0/0,5/61,1/2,1/5,2/10,2/20,3/30
19.5,BOS,SG,Jrue Holiday,o10.5 Pts,7.7,"'-2.8",8.8,"'-1.7","'-109",0,12,48/69,23/50,13/17,1/5,1/10,4/20,11/30
34,IND,F,Jarace Walker,o0.5 Steals,0.1,"'-0.4",0,"'-0.5","'-155",0,17,8/32,26/59,0/3,0/5,1/10,5/20,10/30
32.3,CHA,SG,Josh Green,o11.5 PRA,9,"'-2.5",7,"'-4.5","'+100",0,21,32/56,25/59,4/4,0/5,1/10,8/20,12/30
31.8,CHA,SG,Josh Green,o9.5 PR,6.9,"'-2.6",5.4,"'-4.1","'+100",0,20,31/56,25/59,4/4,0/5,1/10,7/20,12/30
48.4,CLE,SF,De'Andre Hunter,o0.5 Steals,0.1,"'-0.4",0.2,"'-0.3","'-122",0,26,31/56,20/49,3/5,1/5,1/10,7/20,14/30
30.8,CLE,PG,Darius Garland,o26.5 PR,20.1,"'-6.4",22.6,"'-3.9","'-110",1,12,13/57,25/61,2/4,1/5,1/10,8/20,11/30
31.4,IND,PG,T.J. McConnell,o2.5 Reb,1.4,"'-1.1",1.6,"'-0.9","'+130",0,29,36/71,24/60,5/10,1/5,1/10,6/20,10/30
29.9,CLE,PG,Darius Garland,o23.5 Pts,17.2,"'-6.3",19.4,"'-4.1","'-104",1,11,14/57,24/61,2/4,1/5,1/10,7/20,11/30
27.1,CLE,SG,Sam Merrill,o1.5 Ast,0.8,"'-0.7",0.2,"'-1.3","'+140",0,11,25/61,21/56,0/2,0/5,1/10,4/20,7/30
29.4,IND,F,Jarace Walker,o12.5 PRA,4.6,"'-7.9",7,"'-5.5","'-125",0,25,7/32,22/59,0/3,1/5,1/10,5/20,11/30
29.9,IND,F,Jarace Walker,o10.5 PR,3.5,"'-7",5.6,"'-4.9","'-122",0,26,6/32,22/59,0/3,1/5,1/10,5/20,11/30
28.5,IND,F,Jarace Walker,o6.5 Pts,2.2,"'-4.3",3.8,"'-2.7","'-124",0,24,8/32,21/59,0/3,1/5,1/10,5/20,12/30
28,IND,F,Jarace Walker,o8.5 PA,3.3,"'-5.2",5.2,"'-3.3","'-115",0,23,8/32,21/59,0/3,1/5,1/10,5/20,11/30
32.3,MIA,C,Kel'el Ware,o0.5 3PTM,0.2,"'-0.3",0,"'-0.5","'+100",0,22,0/0,16/47,0/1,0/5,1/10,6/20,11/30
27.6,CLE,PG,Darius Garland,o3.5 3PTM,2.3,"'-1.2",3,"'-0.5","'+130",0,7,10/57,20/61,2/4,1/5,1/10,6/20,9/30
25.8,CLE,SF,Isaac Okoro,o1.5 Ast,0.6,"'-0.9",0.6,"'-0.9","'-120",0,10,36/68,13/39,1/5,0/5,1/10,4/20,9/30
36.9,SA,SG,Julian Champagnie,o0.5 Blocks,0.3,"'-0.2",0,"'-0.5","'+175",0,28,27/73,21/64,1/3,0/5,1/10,4/20,5/30
25.8,LAL,SG,Austin Reaves,o11.5 RA,8.2,"'-3.3",8,"'-3.5","'-115",0,21,30/82,19/57,4/17,1/5,1/10,7/20,11/30
30.5,IND,F,Jarace Walker,o3.5 Reb,1.3,"'-2.2",1.8,"'-1.7","'-115",0,28,7/32,19/59,0/3,1/5,1/10,4/20,6/30
14.5,PHI,C,Guerschon Yabusele,o0.5 Blocks,0.2,"'-0.3",0,"'-0.5","'+205",0,1,0/0,19/60,0/2,0/5,1/10,3/20,7/30
12.5,HOU,PG,Fred VanVleet,o0.5 Blocks,0.1,"'-0.4",0.2,"'-0.3","'+155",0,2,33/73,15/47,1/7,1/5,1/10,6/20,10/30
18.1,IND,F,Jarace Walker,o0.5 Blocks,0.1,"'-0.4",0.2,"'-0.3","'+215",0,5,8/32,18/59,0/3,1/5,1/10,6/20,9/30
28.7,IND,F,Jarace Walker,o5.5 RA,2.4,"'-3.1",3.2,"'-2.3","'-130",0,25,5/32,17/59,0/3,1/5,1/10,4/20,4/30
37.6,CLE,PG,Ty Jerome,o4.5 Ast,2.7,"'-1.8",2.6,"'-1.9","'-105",0,27,0/2,17/60,0/3,1/5,1/10,5/20,7/30
33.4,CLE,SF,Isaac Okoro,o1.5 3PTM,0.8,"'-0.7",0.6,"'-0.9","'+180",0,24,21/68,11/39,1/5,0/5,1/10,4/20,9/30
32.9,CLE,SF,Isaac Okoro,o8.5 PA,6.1,"'-2.4",6,"'-2.5","'+100",0,22,46/68,11/39,2/5,0/5,1/10,4/20,8/30
32.8,SAC,SF,DeMar DeRozan,o0.5 Blocks,0.1,"'-0.4",0,"'-0.5","'+215",0,24,32/78,17/60,3/6,0/5,1/10,3/20,8/30
11.3,DAL,SG,Max Christie,o12.5 Pts,8.6,"'-3.9",10.2,"'-2.3","'-115",0,1,2/66,17/63,2/7,1/5,1/10,10/20,12/30
21.9,HOU,SG,Jalen Green,o0.5 Blocks,0.1,"'-0.4",0.2,"'-0.3","'+220",0,22,24/81,18/66,4/11,1/5,1/10,4/20,8/30
41.4,CLE,PF,Dean Wade,o0.5 Blocks,0.1,"'-0.4",0.2,"'-0.3","'+195",0,13,18/54,12/45,1/3,1/5,1/10,3/20,9/30
32.6,MEM,C,Zach Edey,o0.5 3PTM,0.1,"'-0.4",0.2,"'-0.3","'+375",0,16,0/0,14/51,0/1,1/5,1/10,3/20,6/30
32.2,CLE,PG,Darius Garland,o34.5 PRA,26.9,"'-7.6",29,"'-5.5","'-114",1,19,10/57,16/61,2/4,1/5,1/10,3/20,5/30
11.9,DAL,SG,Max Christie,o19.5 PRA,15.4,"'-4.1",16.8,"'-2.7","'-125",0,1,5/66,16/63,3/7,1/5,1/10,10/20,12/30
31.6,CLE,PG,Darius Garland,o31.5 PA,24,"'-7.5",25.8,"'-5.7","'-108",1,17,11/57,15/61,2/4,1/5,1/10,4/20,6/30
32.5,PHX,C,Nick Richards,o0.5 Steals,0.1,"'-0.4",0,"'-0.5","'+160",0,24,23/67,11/46,2/4,0/5,1/10,3/20,5/30
28.2,CHA,SF,DaQuan Jeffries,o5.5 RA,3.1,"'-2.4",2.6,"'-2.9","'-110",0,15,0/15,7/30,1/2,0/5,1/10,5/20,7/30
34.1,CLE,SF,Max Strus,o0.5 Blocks,0.1,"'-0.4",0,"'-0.5","'+290",0,26,25/69,8/36,2/5,0/5,1/10,4/20,7/30
29.4,PHX,PG,Devin Booker,o0.5 Blocks,0.1,"'-0.4",0,"'-0.5","'+350",0,20,23/67,13/60,0/11,0/5,1/10,2/20,5/30
29.3,CHA,SF,DaQuan Jeffries,o1.5 Ast,0.8,"'-0.7",1.2,"'-0.3","'-115",0,15,1/15,6/30,1/2,1/5,1/10,6/20,6/30
28.8,SAC,SG,Zach LaVine,o0.5 Blocks,0.1,"'-0.4",0.2,"'-0.3","'+400",0,12,7/25,11/58,0/3,1/5,1/10,2/20,5/30
16,HOU,PF,Dillon Brooks,o0.5 Blocks,0.1,"'-0.4",0,"'-0.5","'+300",0,17,8/72,11/62,2/10,0/5,1/10,3/20,4/30
25.1,UTAH,PG,Isaiah Collier,o0.5 Blocks,0.2,"'-0.3",0,"'-0.5","'+300",0,10,0/0,10/58,0/1,0/5,1/10,2/20,5/30
19.4,LAL,SG,Austin Reaves,o32.5 PA,22.2,"'-10.3",18,"'-14.5","'-115",0,15,5/82,9/57,1/17,0/5,1/10,3/20,4/30
22.8,ATL,PG,Trae Young,o0.5 Blocks,0.1,"'-0.4",0,"'-0.5","'+400",0,9,10/53,9/61,0/4,0/5,1/10,1/20,4/30
37,CLE,SG,Sam Merrill,o0.5 Blocks,0.2,"'-0.3",0.4,"'-0.1","'+475",0,29,4/61,8/56,0/2,1/5,1/10,2/20,3/30
51.7,CHA,SF,DaQuan Jeffries,o9.5 PA,6.4,"'-3.1",9.8,0.3,"'-105",1,28,0/15,4/30,0/2,1/5,1/10,2/20,4/30
32.8,TOR,PG,Immanuel Quickley,o0.5 Blocks,0.1,"'-0.4",0,"'-0.5","'+450",0,26,10/68,3/25,1/5,0/5,1/10,3/20,4/30
20.2,LAL,SG,Dalton Knecht,o3.5 3PTM,1.9,"'-1.6",2.2,"'-1.3","'+125",0,17,0/0,7/61,0/2,0/5,1/10,2/20,2/30
21.1,LAL,SG,Dalton Knecht,o23.5 PRA,13.7,"'-9.8",18.6,"'-4.9","'-120",0,14,0/0,7/61,0/2,1/5,1/10,2/20,2/30
35.3,UTAH,SG,Collin Sexton,o0.5 Blocks,0.1,"'-0.4",0.2,"'-0.3","'+425",0,26,15/78,5/51,2/5,1/5,1/10,2/20,2/30
20.5,SAC,PG,Devin Carter,o2.5 Ast,1.2,"'-1.3",1.2,"'-1.3","'+130",0,5,0/0,2/22,0/0,0/5,1/10,2/20,2/22
8.9,DAL,SG,Max Christie,o16.5 PR,12,"'-4.5",13.8,"'-2.7","'-120",0,1,6/66,19/63,3/7,0/5,0/10,9/20,12/30
34.1,SA,SG,Stephon Castle,o0.5 Blocks,0,"'-0.5",0,"'-0.5","'+330",0,28,0/0,14/63,0/1,0/5,0/10,3/20,3/30
12.7,MIA,PG,Terry Rozier,o0.5 Blocks,0,"'-0.5",0,"'-0.5","'+625",0,11,18/61,12/57,1/7,0/5,0/10,1/20,2/30
24.4,MEM,PG,Ja Morant,o0.5 Blocks,0,"'-0.5",0,"'-0.5","'+300",0,5,4/9,9/42,1/3,0/5,0/10,2/20,5/30
21.8,IND,F,Jarace Walker,o1.5 3PTM,0.2,"'-1.3",0.4,"'-1.1","'+172",0,21,7/32,11/59,0/3,0/5,0/10,1/20,4/30
31.3,CLE,PG,Darius Garland,o0.5 Blocks,0,"'-0.5",0,"'-0.5","'+375",0,21,7/57,9/61,1/4,0/5,0/10,1/20,3/30
22.3,LAC,SF,Amir Coffey,o0.5 Blocks,0,"'-0.5",0,"'-0.5","'+550",0,12,12/69,7/64,1/3,0/5,0/10,3/20,4/30
20.5,SAC,PG,Devin Carter,o0.5 Blocks,0,"'-0.5",0,"'-0.5","'+475",0,7,0/0,2/22,0/0,0/5,0/10,2/20,2/22
28.5,CLE,PG,Ty Jerome,o0.5 Blocks,0,"'-0.5",0,"'-0.5","'+650",0,21,0/2,1/60,0/3,0/5,0/10,0/20,0/30
