PF Rating,Team,Pos,Player,Prop,L10 Avg,L10 Diff,L5 Avg,L5 Diff,Odds,Streak,Matchup,2023,2024,H2H,L5,L10,L20,L30
61,MIA,SG,Tyler Herro,o10.5 RA,11.4,0.9,10.8,0.3,"'-128",1,8,15/41,30/62,3/13,3/5,6/10,12/20,18/30
75.9,IND,SF,Aaron Nesmith,o0.5 Steals,0.7,0.2,1.2,0.7,"'-115",5,17,38/72,14/29,4/8,5/5,6/10,11/20,15/30
71,HOU,PF,Dillon Brooks,o1.5 Ast,2.3,0.8,2.2,0.7,"'-174",1,27,33/72,30/62,6/10,3/5,6/10,10/20,15/30
44.7,CLE,SG,Sam Merrill,o0.5 Steals,0.8,0.3,0.4,"'-0.1","'-165",0,6,18/61,27/56,1/2,2/5,6/10,13/20,15/30
61.4,MEM,PG,Ja Morant,o34.5 PRA,35.9,1.4,39.8,5.3,"'-120",4,1,7/9,20/42,1/3,4/5,6/10,11/20,13/30
62.2,ORL,SG,Kentavious Caldwell-Pope,o3.5 RA,3.8,0.3,4.4,0.9,"'-135",1,18,49/75,31/64,12/20,4/5,6/10,10/20,14/30
40.6,ORL,C,Wendell Carter Jr.,o8.5 Pts,9.5,1,8.4,"'-0.1","'-110",0,16,34/54,26/54,1/2,1/5,6/10,11/20,17/30
71.8,TOR,PG,Immanuel Quickley,o26.5 PRA,29.6,3.1,31.4,4.9,"'-122",2,18,29/68,12/25,1/5,4/5,6/10,10/20,15/30
71.5,UTAH,C,Walker Kessler,o12.5 Reb,14.1,1.6,14.2,1.7,"'-135",1,25,4/64,24/50,2/5,3/5,6/10,13/20,19/30
45.8,MIA,C,Kel'el Ware,o7.5 Pts,8.6,1.1,6.6,"'-0.9","'+100",0,9,0/0,22/47,1/1,2/5,6/10,11/20,18/30
64.8,IND,PG,Tyrese Haliburton,o31.5 PRA,35.6,4.1,37,5.5,"'-113",0,29,48/69,28/60,6/8,3/5,6/10,8/20,15/30
71.5,PHI,SF,Kelly Oubre Jr.,o20.5 PR,23.8,3.3,21.4,0.9,"'-115",0,19,33/67,28/60,5/6,3/5,6/10,13/20,19/30
77.4,LAC,SG,Bogdan Bogdanovic,o2.5 Reb,4.1,1.6,5.8,3.3,"'-145",1,21,52/78,18/38,0/0,3/5,6/10,10/20,12/30
46,CLE,PG,Ty Jerome,o1.5 3PTM,1.9,0.4,1.2,"'-0.3","'+105",0,7,0/2,28/60,3/3,2/5,6/10,11/20,16/30
48.6,CLE,PF,Evan Mobley,o13.5 RA,13.7,0.2,13,"'-0.5","'-114",1,9,23/49,27/58,3/4,3/5,6/10,13/20,17/30
77,CHA,PF,Miles Bridges,o4 Ast,4.1,0.1,4.4,0.4,"'-137",3,30,28/69,24/51,0/3,4/5,6/10,10/20,15/30
81.2,PHX,SF,Kevin Durant,o2.5 3PTM,2.9,0.4,3.4,0.9,"'-105",0,22,27/74,25/53,2/5,3/5,6/10,13/20,15/30
70.3,ATL,SG,Dyson Daniels,o18.5 PA,20.4,1.9,21,2.5,"'-110",0,4,4/60,28/61,0/6,3/5,6/10,11/20,17/30
73.8,ATL,SF,Zaccharie Risacher,o3.5 Reb,4.3,0.8,4.2,0.7,"'-117",2,29,0/0,27/59,1/1,4/5,6/10,9/20,15/30
41,MIN,C,Rudy Gobert,o12.5 RA,13.8,1.3,12.4,"'-0.1","'+105",1,11,55/75,26/57,3/5,2/5,6/10,9/20,13/30
56.7,MIN,PG,Donte DiVincenzo,o7.5 RA,8.8,1.3,8.6,1.1,"'+102",1,7,27/80,22/48,3/5,3/5,6/10,12/20,16/30
60.2,DEN,SG,Christian Braun,o19.5 PR,21.8,2.3,19.6,0.1,"'-115",0,2,7/81,30/65,0/17,2/5,6/10,13/20,18/30
53,SAC,PG,Malik Monk,o0.5 Blocks,0.8,0.3,0.2,"'-0.3","'+150",1,7,30/72,25/54,4/8,1/5,6/10,12/20,15/30
56.7,IND,PG,Tyrese Haliburton,o1.5 Steals,2.1,0.6,2.6,1.1,"'+118",1,8,24/69,27/60,3/8,4/5,6/10,11/20,15/30
68.5,LAC,C,Ivica Zubac,o17.5 Pts,20.2,2.7,21,3.5,"'-125",3,17,11/68,29/64,2/4,4/5,6/10,12/20,16/30
62.5,HOU,PF,Dillon Brooks,o19.5 PRA,22.2,2.7,23.6,4.1,"'-110",3,30,29/72,28/62,4/10,3/5,6/10,11/20,13/30
52.7,HOU,SG,Jalen Green,o4.5 Reb,5.3,0.8,5.4,0.9,"'-130",3,12,42/81,30/66,8/11,3/5,6/10,11/20,14/30
43.6,CLE,SG,Sam Merrill,o11.5 PRA,9.9,"'-1.6",11,"'-0.5","'-125",3,15,27/61,25/56,1/2,4/5,6/10,12/20,16/30
71.8,CHA,PF,Miles Bridges,o11.5 RA,12.7,1.2,13.4,1.9,"'-138",1,26,28/69,23/51,0/3,3/5,6/10,12/20,16/30
48.4,PHX,PG,Devin Booker,o11.5 RA,11.6,0.1,11.4,"'-0.1","'+100",0,8,29/67,27/60,6/11,3/5,6/10,10/20,14/30
31.8,MIA,SF,Duncan Robinson,o2.5 Reb,2.5,0,1.8,"'-0.7","'+135",0,24,34/68,27/62,2/19,2/5,6/10,9/20,13/30
66.7,LAC,C,Ivica Zubac,o33.5 PRA,35.5,2,36.6,3.1,"'-115",3,14,6/68,28/64,2/4,4/5,6/10,10/20,15/30
58.1,DAL,SF,Klay Thompson,o15.5 Pts,17.7,2.2,21.4,5.9,"'-125",0,23,46/76,26/59,7/9,3/5,6/10,11/20,13/30
71.2,CLE,SF,Max Strus,o2.5 3PTM,2.6,0.1,2.6,0.1,"'-125",0,24,24/69,16/36,1/5,3/5,6/10,10/20,14/30
45.7,CLE,SF,Max Strus,o13.5 PA,13.3,"'-0.2",13.2,"'-0.3","'-132",2,22,44/69,16/36,3/5,3/5,6/10,12/20,15/30
35.4,ORL,SG,Kentavious Caldwell-Pope,o12.5 PRA,12.5,0,14.8,2.3,"'-105",1,5,49/75,28/64,13/20,4/5,6/10,8/20,13/30
42.7,ORL,C,Wendell Carter Jr.,o0.5 Blocks,0.6,0.1,0.6,0.1,"'-107",2,3,24/54,24/54,0/2,3/5,6/10,7/20,11/30
56.8,MIN,PG,Donte DiVincenzo,o3.5 Reb,4.4,0.9,4.2,0.7,"'-162",1,10,44/80,21/48,3/5,3/5,6/10,12/20,17/30
55.3,MIN,PG,Donte DiVincenzo,o3.5 Ast,4.4,0.9,4.4,0.9,"'+122",1,7,25/80,21/48,3/5,3/5,6/10,12/20,16/30
69.8,CHA,SG,Josh Green,o1.5 Ast,2.1,0.6,1.6,0.1,"'-110",0,24,35/56,26/59,3/4,2/5,6/10,8/20,12/30
73.8,TOR,PG,Immanuel Quickley,o23.5 PA,25.1,1.6,27,3.5,"'-112",0,26,28/68,11/25,1/5,3/5,6/10,9/20,14/30
61.8,MIA,C,Kel'el Ware,o0.5 Steals,0.8,0.3,0.8,0.3,"'+105",0,10,0/0,20/47,0/1,3/5,6/10,11/20,15/30
61.8,MEM,PG,Ja Morant,o27.5 PR,28.4,0.9,32,4.5,"'-110",4,1,6/9,18/42,1/3,4/5,6/10,10/20,14/30
56.5,MIN,PF,Julius Randle,o4.5 Ast,5.5,1,7.2,2.7,"'+100",0,5,28/46,23/54,3/6,4/5,6/10,10/20,17/30
67.9,LAC,C,Ivica Zubac,o20.5 PA,23,2.5,23.8,3.3,"'-114",3,17,7/68,27/64,2/4,4/5,6/10,10/20,14/30
56.4,HOU,SG,Jalen Green,o3.5 Ast,4.8,1.3,5,1.5,"'-140",2,20,38/81,28/66,10/11,3/5,6/10,13/20,20/30
34.9,HOU,C,Alperen Sengun,o20.5 Pts,21.4,0.9,20.2,"'-0.3","'-114",0,12,32/63,26/62,4/9,2/5,6/10,9/20,14/30
45.2,CLE,SF,Max Strus,o10.5 Pts,10.1,"'-0.4",10.4,"'-0.1","'-115",0,22,40/69,15/36,3/5,3/5,6/10,11/20,14/30
43.2,CLE,SF,Max Strus,o18.5 PRA,17.8,"'-0.7",17.6,"'-0.9","'-114",2,18,42/69,15/36,3/5,3/5,6/10,12/20,14/30
55.2,ORL,SG,Kentavious Caldwell-Pope,o10.5 PR,10.8,0.3,13,2.5,"'-125",1,4,48/75,27/64,14/20,4/5,6/10,8/20,13/30
57.4,ORL,PF,Paolo Banchero,o24.5 Pts,27.9,3.4,29.8,5.3,"'-105",3,28,27/79,14/33,0/3,4/5,6/10,8/20,13/30
83.3,SA,PF,Harrison Barnes,o12.5 Pts,12.9,0.4,15.8,3.3,"'-105",3,27,31/81,27/64,1/5,3/5,6/10,10/20,17/30
83.8,SA,PF,Harrison Barnes,o13.5 PA,14.2,0.7,16.8,3.3,"'-125",3,28,33/81,27/64,2/5,3/5,6/10,10/20,17/30
59.1,DEN,SG,Christian Braun,o2.5 Ast,3.1,0.6,3.8,1.3,"'-135",0,17,13/81,27/65,2/17,3/5,6/10,11/20,13/30
70.5,LAC,SG,Kris Dunn,o3.5 Ast,4.1,0.6,4.2,0.7,"'+125",0,27,29/65,24/59,0/2,3/5,6/10,11/20,15/30
60.6,DAL,SF,Klay Thompson,o18.5 PA,20.4,1.9,25.2,6.7,"'-110",3,24,43/76,24/59,6/9,4/5,6/10,11/20,13/30
81.8,CHA,PF,Miles Bridges,o2.5 3PTM,3,0.5,3.4,0.9,"'-110",2,22,27/69,21/51,1/3,3/5,6/10,11/20,15/30
79.4,SA,SF,Devin Vassell,o0.5 Blocks,0.7,0.2,1,0.5,"'-115",1,16,19/68,20/49,0/4,4/5,6/10,9/20,13/30
65.9,SA,PF,Keldon Johnson,o0.5 Steals,0.7,0.2,0.4,"'-0.1","'-135",2,28,34/69,25/61,2/5,2/5,6/10,8/20,12/30
64.3,UTAH,PG,Isaiah Collier,o12.5 PR,13.8,1.3,15.2,2.7,"'-110",1,10,0/0,24/58,0/1,3/5,6/10,13/20,21/30
71.3,SAC,PG,Devin Carter,o0.5 3PTM,0.6,0.1,0.8,0.3,"'-170",1,3,0/0,9/22,0/0,4/5,6/10,8/20,9/22
47.8,PHX,SG,Bradley Beal,o7.5 RA,8.8,1.3,6.6,"'-0.9","'+114",0,14,38/52,19/46,3/6,2/5,6/10,9/20,12/30
29.1,MIA,PG,Davion Mitchell,o2.5 Reb,2.3,"'-0.2",2.2,"'-0.3","'+130",0,13,9/71,23/57,4/8,3/5,6/10,8/20,10/30
58.4,PHI,SF,Kelly Oubre Jr.,o17.5 PA,21,3.5,20.2,2.7,"'-110",0,14,33/67,24/60,3/6,3/5,6/10,11/20,17/30
62.9,MEM,C,Brandon Clarke,o9.5 Pts,9.9,0.4,10.2,0.7,"'+110",0,8,4/6,24/60,1/3,3/5,6/10,11/20,15/30
63.2,MEM,C,Brandon Clarke,o10.5 PA,11.3,0.8,11.4,0.9,"'-110",0,8,4/6,24/60,0/3,3/5,6/10,12/20,15/30
66.5,TOR,PG,Immanuel Quickley,o8.5 RA,9.6,1.1,9.2,0.7,"'-105",2,18,32/68,10/25,1/5,3/5,6/10,8/20,14/30
54.1,BOS,PF,Jayson Tatum,o43.5 PRA,46.3,2.8,51.6,8.1,"'-122",3,13,24/74,24/61,6/21,4/5,6/10,8/20,9/30
71.9,LAC,SG,Bogdan Bogdanovic,o14.5 PR,17.7,3.2,21.4,6.9,"'-110",1,30,70/78,15/38,0/0,3/5,6/10,8/20,11/30
59.5,ATL,SF,Vit Krejci,o1.5 3PTM,2.1,0.6,2.6,1.1,"'+160",2,1,6/21,16/41,1/2,4/5,6/10,13/20,15/30
50.9,SA,SG,Stephon Castle,o4 Reb,4.2,0.2,4,0,"'-137",0,14,0/0,24/63,1/1,3/5,6/10,12/20,16/30
70.3,LAC,SG,Bogdan Bogdanovic,o11.5 Pts,13.6,2.1,15.6,4.1,"'+102",1,30,66/78,14/38,0/0,2/5,6/10,8/20,11/30
70.3,LAC,SG,Bogdan Bogdanovic,o14.5 PA,16.9,2.4,18.6,4.1,"'-110",1,30,63/78,14/38,0/0,2/5,6/10,8/20,11/30
63.2,MEM,C,Brandon Clarke,o16.5 PRA,17.3,0.8,18.4,1.9,"'-113",0,8,3/6,22/60,0/3,3/5,6/10,10/20,12/30
62.4,DEN,SG,Christian Braun,o1.5 3PTM,1.7,0.2,2.4,0.9,"'+180",0,19,14/81,24/65,1/17,4/5,6/10,9/20,12/30
56.8,ATL,C,Onyeka Okongwu,o11.5 RA,13,1.5,12.6,1.1,"'-105",0,4,8/55,21/59,0/4,2/5,6/10,10/20,17/30
55.4,HOU,F,Tari Eason,o1.5 3PTM,1.6,0.1,1.6,0.1,"'+140",1,17,5/22,16/44,0/7,3/5,6/10,9/20,11/30
41.5,CLE,SF,Isaac Okoro,o2.5 Reb,3,0.5,2.2,"'-0.3","'-145",1,4,37/68,14/39,5/5,1/5,6/10,8/20,10/30
66.1,UTAH,PG,Isaiah Collier,o9.5 Pts,10.5,1,11.4,1.9,"'+100",1,13,0/0,21/58,0/1,3/5,6/10,14/20,20/30
43,LAC,PF,Kawhi Leonard,o1.5 Steals,1.8,0.3,1.2,"'-0.3","'-114",1,5,32/68,8/23,1/5,2/5,6/10,7/20,11/30
62.9,MEM,C,Brandon Clarke,o15.5 PR,15.9,0.4,17.2,1.7,"'-110",0,8,3/6,21/60,0/3,3/5,6/10,10/20,12/30
64.4,SA,SF,Devin Vassell,o8 RA,8.7,0.7,10,2,"'-137",1,18,40/68,17/49,2/4,2/5,6/10,6/20,11/30
59.4,IND,SF,Aaron Nesmith,o16.5 PR,19.5,3,17.4,0.9,"'-106",0,26,32/72,10/29,3/8,2/5,6/10,8/20,11/30
41,ATL,C,Onyeka Okongwu,o25.5 PRA,27.9,2.4,25.4,"'-0.1","'-108",0,1,6/55,20/59,0/4,2/5,6/10,10/20,15/30
56.7,DAL,SF,Klay Thompson,o22.5 PRA,24,1.5,29,6.5,"'-110",3,17,40/76,20/59,6/9,4/5,6/10,10/20,11/30
41,ATL,C,Onyeka Okongwu,o23.5 PR,25.3,1.8,23.4,"'-0.1","'-105",0,1,8/55,19/59,0/4,2/5,6/10,9/20,14/30
43,ORL,PG,Cole Anthony,o0.5 Blocks,1,0.5,1.6,1.1,"'+100",0,3,28/80,19/60,2/4,4/5,6/10,12/20,15/30
51.3,BOS,SF,Jaylen Brown,o1.5 Steals,1.7,0.2,2.2,0.7,"'+135",3,9,21/70,17/55,8/19,4/5,6/10,7/20,10/30
58.9,IND,SF,Aaron Nesmith,o18.5 PRA,20.9,2.4,18.8,0.3,"'-105",0,25,28/72,9/29,3/8,2/5,6/10,8/20,10/30
58.6,PHI,SG,Quentin Grimes,o2.5 3PTM,2.8,0.3,3,0.5,"'-124",0,18,11/51,19/62,3/5,3/5,6/10,9/20,10/30
58.4,PHI,SG,Quentin Grimes,o0.5 Blocks,0.7,0.2,0.8,0.3,"'+125",3,19,5/51,19/62,1/5,3/5,6/10,10/20,10/30
64.2,ATL,PF,Georges Niang,o15.5 PR,18,2.5,17.8,2.3,"'-115",2,16,22/81,20/64,0/4,3/5,6/10,10/20,11/30
42.6,MIN,SF,Jaden McDaniels,o2.5 Ast,3.3,0.8,3.6,1.1,"'+135",0,5,15/71,21/67,0/5,3/5,6/10,11/20,14/30
43.7,ORL,PG,Cole Anthony,o19.5 PRA,20.9,1.4,21.8,2.3,"'-115",0,7,37/80,18/60,2/4,3/5,6/10,9/20,16/30
71.7,CHA,PF,Miles Bridges,o37.5 PRA,39.3,1.8,45.6,8.1,"'-114",4,24,14/69,15/51,0/3,4/5,6/10,10/20,13/30
36.2,SA,SG,Stephon Castle,o8.5 RA,7.9,"'-0.6",8,"'-0.5","'-135",0,4,0/0,18/63,0/1,3/5,6/10,10/20,11/30
69,LAC,PF,Nicolas Batum,o5.5 Pts,6.5,1,9,3.5,"'-111",4,22,27/58,17/64,4/5,4/5,6/10,9/20,10/30
43.4,ORL,PG,Cole Anthony,o16.5 PR,17.3,0.8,17.8,1.3,"'-105",0,7,35/80,16/60,1/4,3/5,6/10,9/20,13/30
63.5,LAC,PF,Nicolas Batum,o1.5 3PTM,1.9,0.4,2.6,1.1,"'-104",4,11,19/58,15/64,2/5,4/5,6/10,9/20,10/30
65.3,PHI,SG,Quentin Grimes,o28.5 PRA,29.4,0.9,33.8,5.3,"'-113",3,28,1/51,12/62,1/5,4/5,6/10,8/20,10/30
66.4,MIA,PG,Terry Rozier,o7.5 PA,9.3,1.8,10,2.5,"'-130",1,14,61/61,48/57,6/7,3/5,5/10,14/20,24/30
45.2,UTAH,SF,Lauri Markkanen,o0.5 Ast,0.5,0,0.4,"'-0.1","'-185",0,1,43/55,36/44,4/4,2/5,5/10,13/20,22/30
68.4,MIA,PG,Terry Rozier,o10.5 PRA,11.8,1.3,12.8,2.3,"'-115",3,14,59/61,46/57,6/7,4/5,5/10,14/20,22/30
56.7,SAC,C,Domantas Sabonis,o15.5 Pts,14.6,"'-0.9",11.2,"'-4.3","'-118",0,30,57/81,45/56,9/11,1/5,5/10,13/20,22/30
76.2,MEM,PF,Jaren Jackson Jr.,o24.5 PR,23.9,"'-0.6",26,1.5,"'-115",0,25,44/66,43/59,2/3,4/5,5/10,14/20,22/30
84.4,MEM,PF,Jaren Jackson Jr.,o20.5 PA,21.1,0.6,23.6,3.1,"'-120",0,26,46/66,43/59,2/3,3/5,5/10,15/20,23/30
41,DEN,PG,Russell Westbrook,o4.5 Ast,3.9,"'-0.6",4,"'-0.5","'-159",0,11,29/68,42/59,2/7,2/5,5/10,11/20,20/30
46.2,MIA,PG,Terry Rozier,o1.5 Ast,1.9,0.4,1.4,"'-0.1","'-115",1,9,58/61,40/57,5/7,2/5,5/10,14/20,22/30
47.5,PHI,SF,Kelly Oubre Jr.,o4.5 Reb,4.2,"'-0.3",3.4,"'-1.1","'-115",1,22,34/67,42/60,4/6,2/5,5/10,15/20,21/30
57,SAC,C,Domantas Sabonis,o0.5 3PTM,0.5,0,0.4,"'-0.1","'-115",0,28,29/81,39/56,4/11,2/5,5/10,14/20,21/30
33.5,MIA,SG,Tyler Herro,o2.5 3PTM,2.4,"'-0.1",2.4,"'-0.1","'-135",0,7,26/41,43/62,7/13,2/5,5/10,12/20,19/30
71.7,CLE,SF,De'Andre Hunter,o14.5 Pts,14.1,"'-0.4",15,0.5,"'-120",0,22,30/56,34/49,3/5,3/5,5/10,11/20,19/30
80.7,CLE,SF,De'Andre Hunter,o18.5 PR,18.7,0.2,20.2,1.7,"'-122",0,20,27/56,34/49,4/5,3/5,5/10,11/20,19/30
75.7,SA,SG,Julian Champagnie,o2.5 Reb,3,0.5,2.6,0.1,"'-155",0,14,35/73,44/64,0/3,2/5,5/10,9/20,15/30
56.6,TOR,PF,Scottie Barnes,o22.5 PA,22.2,"'-0.3",20.4,"'-2.1","'-110",0,29,39/60,35/51,2/5,1/5,5/10,12/20,20/30
69.3,CLE,SF,De'Andre Hunter,o20.5 PRA,20.2,"'-0.3",21.8,1.3,"'-110",0,18,26/56,33/49,3/5,3/5,5/10,10/20,18/30
71.7,CLE,SF,De'Andre Hunter,o16.5 PA,15.6,"'-0.9",16.6,0.1,"'-105",0,22,27/56,33/49,3/5,3/5,5/10,10/20,18/30
61.4,DEN,C,Nikola Jokic,o39.5 PR,39.3,"'-0.2",44.2,4.7,"'-104",2,16,45/78,40/60,11/18,3/5,5/10,11/20,16/30
53.4,BOS,C,Kristaps Porzingis,o23.5 PR,25.6,2.1,23.4,"'-0.1","'-120",0,26,41/57,21/32,6/11,2/5,5/10,14/20,20/30
51.5,BOS,C,Kristaps Porzingis,o19.5 PA,21.5,2,19.2,"'-0.3","'-115",0,25,37/57,21/32,5/11,1/5,5/10,14/20,20/30
57.3,BOS,PF,Jayson Tatum,o0.5 Steals,0.8,0.3,1,0.5,"'-200",0,2,44/74,40/61,10/21,2/5,5/10,10/20,18/30
53.1,LAC,SF,Amir Coffey,o7.5 Pts,8.7,1.2,7.4,"'-0.1","'-115",2,4,32/69,42/64,2/3,2/5,5/10,13/20,20/30
52.7,LAC,SF,Amir Coffey,o9.5 PR,10.6,1.1,8.6,"'-0.9","'-115",2,2,28/69,42/64,2/3,2/5,5/10,12/20,19/30
64.9,CHA,SG,Josh Green,o0.5 3PTM,0.9,0.4,0.2,"'-0.3","'-220",0,26,37/56,39/59,4/4,1/5,5/10,12/20,19/30
70.9,BOS,PG,Derrick White,o0.5 Blocks,1,0.5,1.6,1.1,"'-180",3,22,53/73,41/63,12/21,4/5,5/10,10/20,18/30
73.7,PHX,SG,Bradley Beal,o0.5 Steals,0.7,0.2,0.6,0.1,"'-225",2,8,33/52,30/46,4/6,3/5,5/10,11/20,19/30
53.1,LAC,SF,Amir Coffey,o10.5 PRA,11.7,1.2,9,"'-1.5","'-120",2,4,31/69,41/64,2/3,2/5,5/10,11/20,18/30
53.3,LAC,SF,Amir Coffey,o8.5 PA,9.8,1.3,7.8,"'-0.7","'-120",2,5,32/69,41/64,2/3,2/5,5/10,11/20,18/30
54.3,LAC,SF,Amir Coffey,o2.5 RA,3,0.5,1.6,"'-0.9","'-145",1,8,38/69,41/64,2/3,1/5,5/10,10/20,16/30
65.3,ATL,PG,Trae Young,o0.5 Steals,0.7,0.2,0.4,"'-0.1","'-200",1,28,44/53,39/61,4/4,2/5,5/10,10/20,18/30
82.4,SAC,SG,Zach LaVine,o20.5 Pts,23.6,3.1,23.4,2.9,"'-135",0,29,10/25,37/58,3/3,2/5,5/10,13/20,21/30
84.1,SAC,SG,Zach LaVine,o24.5 PA,26.7,2.2,26.8,2.3,"'-115",0,29,9/25,37/58,3/3,3/5,5/10,12/20,21/30
73.3,IND,PF,Pascal Siakam,o2.5 Ast,2.9,0.4,3.4,0.9,"'-137",4,19,59/79,40/64,11/11,4/5,5/10,11/20,18/30
79.5,ATL,SF,Vit Krejci,o1.5 Reb,3.6,2.1,4.2,2.7,"'-155",0,29,13/21,26/41,2/2,2/5,5/10,14/20,21/30
41.8,MIN,SG,Anthony Edwards,o3.5 3PTM,3.5,0,3.6,0.1,"'+118",1,5,19/78,40/64,2/5,2/5,5/10,10/20,17/30
70.4,SAC,PF,Keegan Murray,o0.5 Blocks,0.9,0.4,1.2,0.7,"'-135",1,3,40/76,39/62,6/11,3/5,5/10,11/20,19/30
67.5,BOS,SF,Jaylen Brown,o10 RA,10.5,0.5,11.8,1.8,"'-137",0,19,29/70,34/55,9/19,3/5,5/10,11/20,18/30
39.8,MIA,SF,Andrew Wiggins,o0.5 Steals,0.7,0.2,0.4,"'-0.1","'-140",0,3,28/70,32/52,3/5,1/5,5/10,14/20,18/30
50.8,IND,PG,T.J. McConnell,o10.5 PR,9.8,"'-0.7",9.6,"'-0.9","'-120",1,28,46/71,37/60,7/10,3/5,5/10,10/20,13/30
55,CLE,PF,Dean Wade,o5.5 PA,4.7,"'-0.8",4.8,"'-0.7","'-110",0,22,28/54,28/45,1/3,2/5,5/10,13/20,20/30
51.1,SAC,SG,Zach LaVine,o8 RA,7.6,"'-0.4",7.4,"'-0.6","'-137",0,17,15/25,36/58,3/3,2/5,5/10,11/20,20/30
66.6,MIA,SG,Tyler Herro,o4.5 Reb,4.8,0.3,5.2,0.7,"'-122",1,18,28/41,38/62,7/13,3/5,5/10,10/20,17/30
49.5,IND,C,Obi Toppin,o10 PA,9.1,"'-0.9",8.8,"'-1.2","'-137",0,24,49/82,37/61,6/9,3/5,5/10,12/20,19/30
79.1,LAC,PF,Nicolas Batum,o0.5 Ast,0.7,0.2,0.6,0.1,"'-220",1,26,49/58,39/64,5/5,2/5,5/10,8/20,16/30
65,MEM,SF,Jaylen Wells,o10.5 PA,10.9,0.4,6,"'-4.5","'-115",0,27,0/0,40/66,1/1,1/5,5/10,8/20,16/30
58.6,SA,C,Jeremy Sochan,o0.5 Steals,0.5,0,0.4,"'-0.1","'-140",0,29,38/74,27/44,4/5,2/5,5/10,11/20,16/30
68.4,UTAH,SF,Lauri Markkanen,o6.5 RA,6.6,0.1,6.6,0.1,"'-120",0,1,43/55,27/44,4/4,2/5,5/10,9/20,16/30
81,CLE,PF,Dean Wade,o3.5 Pts,3.7,0.2,4,0.5,"'-105",0,25,31/54,27/45,2/3,2/5,5/10,12/20,19/30
33.2,ORL,SF,Franz Wagner,o4.5 Ast,3.9,"'-0.6",4.4,"'-0.1","'+105",4,8,25/71,28/47,1/3,4/5,5/10,8/20,16/30
29.4,ORL,SF,Franz Wagner,o32.5 PRA,31.5,"'-1",31,"'-1.5","'-106",1,10,19/71,28/47,0/3,2/5,5/10,11/20,18/30
30.4,ORL,SF,Franz Wagner,o27.5 PA,26.4,"'-1.1",25.6,"'-1.9","'-105",1,12,16/71,28/47,0/3,2/5,5/10,11/20,19/30
61.7,MIN,PG,Mike Conley,o14.5 PRA,14.8,0.3,17.2,2.7,"'+100",0,20,62/75,34/57,3/3,3/5,5/10,13/20,19/30
79.6,SAC,SG,Zach LaVine,o25.5 PR,28.1,2.6,27.4,1.9,"'-110",0,24,11/25,35/58,2/3,2/5,5/10,12/20,20/30
65.1,HOU,F,Tari Eason,o0.5 Blocks,0.7,0.2,0.8,0.3,"'-210",2,15,13/22,26/44,4/7,3/5,5/10,9/20,15/30
64.5,MEM,SF,Jaylen Wells,o8.5 Pts,8.8,0.3,4.4,"'-4.1","'-130",0,26,0/0,39/66,1/1,1/5,5/10,8/20,15/30
42.4,SA,SG,Julian Champagnie,o9.5 PA,9.2,"'-0.3",5.8,"'-3.7","'-120",0,2,30/73,38/64,2/3,1/5,5/10,6/20,10/30
67.6,BOS,SF,Jaylen Brown,o5.5 Reb,5.9,0.4,6.4,0.9,"'-130",0,20,35/70,32/55,13/19,3/5,5/10,11/20,17/30
67.8,IND,C,Myles Turner,o0.5 Steals,0.9,0.4,0.6,0.1,"'-150",0,18,34/77,33/57,6/9,2/5,5/10,13/20,17/30
47.2,IND,C,Thomas Bryant,o0.5 Ast,0.5,0,0.4,"'-0.1","'-210",0,23,17/37,28/48,2/2,2/5,5/10,15/20,23/30
84.1,MEM,C,Brandon Clarke,o0.5 Steals,0.7,0.2,1,0.5,"'-165",2,28,5/6,35/60,1/3,3/5,5/10,11/20,19/30
55.5,MEM,PF,Jaren Jackson Jr.,o5.5 Reb,4.6,"'-0.9",4,"'-1.5","'-102",0,24,29/66,34/59,1/3,2/5,5/10,8/20,15/30
62.2,DEN,C,Nikola Jokic,o9.5 Ast,11.2,1.7,9.8,0.3,"'-148",0,9,31/78,35/60,8/18,1/5,5/10,11/20,20/30
47.8,IND,PG,T.J. McConnell,o8.5 Pts,8.4,"'-0.1",8,"'-0.5","'-110",1,22,40/71,34/60,5/10,3/5,5/10,10/20,12/30
50.1,IND,C,Obi Toppin,o8.5 Pts,7.6,"'-0.9",7.6,"'-0.9","'-115",0,26,48/82,35/61,6/9,3/5,5/10,12/20,19/30
67.5,MIA,SF,Andrew Wiggins,o1.5 3PTM,1.8,0.3,2.2,0.7,"'-172",1,23,25/70,29/52,2/5,3/5,5/10,11/20,13/30
69.5,IND,PF,Pascal Siakam,o0.5 Steals,0.7,0.2,0.8,0.3,"'-182",3,13,43/79,36/64,2/11,3/5,5/10,12/20,16/30
73.5,IND,SG,Andrew Nembhard,o13.5 PA,15.4,1.9,17,3.5,"'-132",1,23,31/66,27/48,4/10,3/5,5/10,11/20,16/30
76.5,ATL,PF,Mouhamed Gueye,o0.5 Steals,0.9,0.4,1.8,1.3,"'-200",5,11,3/5,10/18,0/0,5/5,5/10,11/20,14/25
73.8,ATL,SG,Dyson Daniels,o2.5 Steals,3.2,0.7,2.8,0.3,"'-120",1,15,9/60,34/61,3/6,2/5,5/10,10/20,17/30
78.7,MEM,PF,Jaren Jackson Jr.,o1.5 Ast,1.8,0.3,1.6,0.1,"'-135",0,23,44/66,33/59,2/3,2/5,5/10,12/20,21/30
